AUROC_train,AUROC_val,Accuracy_train,Accuracy_val,epoch,step,train_loss,val_loss
,0.6949247121810913,,0.28915661573410034,0,10,,2.1430811882019043
0.5623270869255066,,0.17365269362926483,,0,10,2.2773661613464355,
,0.777110755443573,,0.3012048304080963,1,21,,1.8940476179122925
0.675306499004364,,0.257485032081604,,1,21,2.0645687580108643,
,0.7787632942199707,,0.3072289228439331,2,32,,1.923979640007019
0.6848106980323792,,0.24850299954414368,,2,32,2.039470672607422,
,0.8075812458992004,,0.33734938502311707,3,43,,1.7797660827636719
0.7070280313491821,,0.26047903299331665,,3,43,1.9400349855422974,
,0.8182885050773621,,0.3072289228439331,4,54,,1.7033777236938477
0.723861038684845,,0.284431129693985,,4,54,1.8588168621063232,
,0.8276169300079346,,0.3614457845687866,5,65,,1.6648461818695068
0.7162699699401855,,0.314371258020401,,5,65,1.757657766342163,
,0.8400714993476868,,0.39759036898612976,6,76,,1.6133439540863037
0.742791473865509,,0.329341322183609,,6,76,1.754467248916626,
,0.8474575281143188,,0.379518061876297,7,87,,1.6702276468276978
0.7469267845153809,,0.35329341888427734,,7,87,1.7488057613372803,
,0.8862220048904419,,0.4518072307109833,8,98,,1.4584109783172607
0.8240317106246948,,0.359281450510025,,8,98,1.671862244606018,
,0.8846617341041565,,0.41566264629364014,9,109,,1.4939106702804565
0.816008985042572,,0.455089807510376,,9,109,1.5323883295059204,
,0.8889777660369873,,0.46987950801849365,10,120,,1.4043786525726318
0.8334642052650452,,0.45209580659866333,,10,120,1.4587931632995605,
,0.8977581262588501,,0.47590360045433044,11,131,,1.3355985879898071
0.8248715996742249,,0.46107783913612366,,11,131,1.446187973022461,
,0.907557487487793,,0.5180723071098328,12,142,,1.3155995607376099
0.8466694355010986,,0.428143709897995,,12,142,1.4800777435302734,
,0.9053424596786499,,0.5361445546150208,13,153,,1.2601860761642456
0.8287708759307861,,0.5,,13,153,1.379451870918274,
,0.9049621820449829,,0.5240963697433472,14,164,,1.2388286590576172
0.8910989165306091,,0.5179640650749207,,14,164,1.2918167114257812,
,0.9081161022186279,,0.5481927990913391,15,175,,1.200448989868164
0.8492482900619507,,0.5269461274147034,,15,175,1.2927411794662476,
,0.9063095450401306,,0.4939759075641632,16,186,,1.2727891206741333
0.8982105255126953,,0.5628742575645447,,16,186,1.2176119089126587,
,0.9105404615402222,,0.5421686768531799,17,197,,1.2026689052581787
0.885252833366394,,0.5089820623397827,,17,197,1.286412000656128,
,0.9100049734115601,,0.5783132314682007,18,208,,1.1964311599731445
0.869230329990387,,0.485029935836792,,18,208,1.2702524662017822,
,0.8795210123062134,,0.45783132314682007,19,219,,1.496944785118103
