AUROC_train,AUROC_val,Accuracy_train,Accuracy_val,epoch,step,train_loss,val_loss
,0.8606536984443665,,0.23353293538093567,0,10,,1.9783681631088257
0.7309022545814514,,0.27927929162979126,,0,10,2.1416234970092773,
,0.9358698725700378,,0.57485032081604,1,21,,1.2713847160339355
0.9100642204284668,,0.5675675868988037,,1,21,1.304779291152954,
,0.9602063298225403,,0.682634711265564,2,32,,0.9347116351127625
0.9504847526550293,,0.6876876950263977,,2,32,0.8517587184906006,
,0.967984676361084,,0.7305389046669006,3,43,,0.7889479994773865
0.9572148323059082,,0.8228228092193604,,3,43,0.5364313721656799,
,0.9686784744262695,,0.7485029697418213,4,54,,0.829179584980011
0.9690219759941101,,0.8828828930854797,,4,54,0.3150092661380768,
,0.9720234870910645,,0.71856290102005,5,65,,0.981730580329895
0.958210825920105,,0.9279279112815857,,5,65,0.2220044583082199,
,0.974567711353302,,0.802395224571228,6,76,,0.8070889711380005
0.9300278425216675,,0.9639639854431152,,6,76,0.13896116614341736,
,0.9757089018821716,,0.802395224571228,7,87,,0.8914572596549988
0.949592113494873,,0.9519519805908203,,7,87,0.13637562096118927,
,0.9756985902786255,,0.796407163143158,8,98,,0.8699658513069153
0.9747747182846069,,0.9789789915084839,,8,98,0.06218454986810684,
,0.975169837474823,,0.796407163143158,9,109,,0.8232780694961548
0.924924910068512,,0.9909909963607788,,9,109,0.052282024174928665,
,0.9765087962150574,,0.796407163143158,10,120,,0.8653626441955566
0.9576577544212341,,0.9939939975738525,,10,120,0.03838896378874779,
,0.9790318012237549,,0.8383233547210693,11,131,,0.7292442321777344
0.9729729890823364,,1.0,,11,131,0.009305986575782299,
,0.977808952331543,,0.826347291469574,12,142,,0.8570164442062378
0.9651651382446289,,1.0,,12,142,0.004840567242354155,
,0.97877436876297,,0.8383233547210693,13,153,,0.8346503973007202
0.9729729890823364,,1.0,,13,153,0.0028109457343816757,
,0.9799039959907532,,0.832335352897644,14,164,,0.7875215411186218
0.9537537693977356,,1.0,,14,164,0.001624797354452312,
,0.980060875415802,,0.826347291469574,15,175,,0.7803437113761902
0.996096134185791,,1.0,,15,175,0.0012348268646746874,
,0.9801193475723267,,0.832335352897644,16,186,,0.782406747341156
0.9690691232681274,,1.0,,16,186,0.0010327935451641679,
,0.9801526069641113,,0.826347291469574,17,197,,0.7935869693756104
0.9594594836235046,,1.0,,17,197,0.0008684056811034679,
,0.9803036451339722,,0.826347291469574,18,208,,0.8022889494895935
0.9498499035835266,,1.0,,18,208,0.0007524200482293963,
,0.980273425579071,,0.826347291469574,19,219,,0.8086602687835693
0.9690691232681274,,1.0,,19,219,0.0006696149939671159,
,0.980320155620575,,0.826347291469574,20,230,,0.8163694143295288
0.9690691232681274,,1.0,,20,230,0.0005981919239275157,
,0.9802119135856628,,0.8203592896461487,21,241,,0.8218206763267517
0.9480480551719666,,1.0,,21,241,0.0005458148079924285,
,0.980202853679657,,0.8203592896461487,22,252,,0.8228144645690918
0.9651650786399841,,1.0,,22,252,0.000499164336360991,
,0.9802441000938416,,0.826347291469574,23,263,,0.8246762156486511
0.9729729890823364,,1.0,,23,263,0.00045881891855970025,
,0.9804074168205261,,0.826347291469574,24,274,,0.823948860168457
0.9711711406707764,,1.0,,24,274,0.00042371932067908347,
,0.9803737998008728,,0.826347291469574,25,285,,0.8290786147117615
0.9537537693977356,,1.0,,25,285,0.00038422385114245117,
,0.9804824590682983,,0.826347291469574,26,296,,0.8314498662948608
0.9882882833480835,,1.0,,26,296,0.000354867079295218,
,0.9804824590682983,,0.826347291469574,27,297,,0.8314498662948608
