MAE_train,MAE_val,R2_train,R2_val,epoch,step,train_loss,val_loss
0.41568419337272644,,0.9568870067596436,,65,527,0.3287021815776825,
,1.2453346252441406,,0.6279957294464111,66,535,,3.2282111644744873
0.4745404124259949,,0.9393182992935181,,66,535,0.4437136948108673,
,1.263627529144287,,0.6206636428833008,67,543,,3.2918379306793213
0.4404834806919098,,0.9459643363952637,,67,543,0.41172289848327637,
,1.18486487865448,,0.6657675504684448,68,551,,2.9004316329956055
0.47491586208343506,,0.9415225386619568,,68,551,0.4578520953655243,
,1.204779028892517,,0.6673939824104309,69,559,,2.886317491531372
0.45457494258880615,,0.9482371211051941,,69,559,0.40337854623794556,
,1.3571032285690308,,0.5871841907501221,70,567,,3.582369089126587
0.4747430086135864,,0.9384638071060181,,70,567,0.4722847640514374,
,1.3582578897476196,,0.5954461097717285,71,575,,3.5106735229492188
0.5229201912879944,,0.9292693138122559,,71,575,0.5504251718521118,
,1.2098278999328613,,0.6648693084716797,72,583,,2.908226251602173
0.5263710021972656,,0.9237525463104248,,72,583,0.598522424697876,
,1.2272804975509644,,0.6535329818725586,73,591,,3.0066018104553223
0.44620269536972046,,0.9463996887207031,,73,591,0.42065441608428955,
,1.269197940826416,,0.6446884870529175,74,599,,3.0833535194396973
0.4330598711967468,,0.9525131583213806,,74,599,0.3732471168041229,
,1.1708931922912598,,0.6763505935668945,75,607,,2.8085930347442627
0.4505613148212433,,0.9407851099967957,,75,607,0.45957306027412415,
,1.252497911453247,,0.6422973275184631,76,615,,3.1041033267974854
0.4546687602996826,,0.9465185403823853,,76,615,0.4127824306488037,
,1.1796247959136963,,0.6661252975463867,77,623,,2.897327184677124
0.4343309700489044,,0.9467594027519226,,77,623,0.42048710584640503,
,1.2027912139892578,,0.6621004343032837,78,631,,2.9322543144226074
0.42013323307037354,,0.9535697102546692,,78,631,0.3612000346183777,
,1.2322819232940674,,0.6549522876739502,79,639,,2.9942855834960938
0.45330339670181274,,0.9430157542228699,,79,639,0.43503203988075256,
,1.2043665647506714,,0.6618141531944275,80,647,,2.934738874435425
0.4317430853843689,,0.9501650333404541,,80,647,0.39172303676605225,
,1.2434287071228027,,0.6424648761749268,81,655,,3.102649450302124
0.4478756785392761,,0.9478422403335571,,81,655,0.4034864604473114,
,1.186308741569519,,0.6659960746765137,82,663,,2.8984482288360596
0.4424877166748047,,0.9503386616706848,,82,663,0.3775853216648102,
,1.1836539506912231,,0.6678469777107239,83,671,,2.8823866844177246
0.4292476177215576,,0.9512235522270203,,83,671,0.3794875741004944,
,1.1758581399917603,,0.6747575998306274,84,679,,2.8224170207977295
0.41807958483695984,,0.9568270444869995,,84,679,0.33848923444747925,
,1.191610336303711,,0.669526994228363,85,687,,2.867807626724243
0.4065249562263489,,0.954424262046814,,85,687,0.3558841645717621,
,1.1512246131896973,,0.6749072670936584,86,695,,2.821118116378784
0.4274178147315979,,0.9492001533508301,,86,695,0.39235490560531616,
,1.1526422500610352,,0.6725940704345703,87,703,,2.8411917686462402
0.4687514901161194,,0.9416654706001282,,87,703,0.43583256006240845,
,1.169124960899353,,0.6733226776123047,88,711,,2.834869146347046
0.4113650918006897,,0.9541761875152588,,88,711,0.3582228422164917,
,1.1421445608139038,,0.6805806159973145,89,719,,2.7718851566314697
0.42419877648353577,,0.9538232684135437,,89,719,0.3565322756767273,
,1.1369364261627197,,0.6870629787445068,90,727,,2.715632438659668
0.37138426303863525,,0.9621480107307434,,90,727,0.2872118353843689,
,1.1661477088928223,,0.6811099052429199,91,735,,2.7672922611236572
0.41040563583374023,,0.9532435536384583,,91,735,0.35776621103286743,
,1.1578656435012817,,0.676405668258667,92,743,,2.808115243911743
0.4310510754585266,,0.9542543292045593,,92,743,0.3516835868358612,
,1.1691007614135742,,0.6734170317649841,93,751,,2.834050178527832
0.4609525799751282,,0.9436105489730835,,93,751,0.4315112233161926,
,1.2370762825012207,,0.6509609222412109,94,759,,3.0289220809936523
0.4938504993915558,,0.9388220906257629,,94,759,0.4780774414539337,
,1.1802701950073242,,0.6750093698501587,95,767,,2.820232629776001
0.5046881437301636,,0.9363787770271301,,95,767,0.5034691691398621,
,1.1939083337783813,,0.6633676290512085,96,775,,2.921257495880127
0.5381082892417908,,0.922627329826355,,96,775,0.6094567775726318,
,1.2427235841751099,,0.6368977427482605,97,783,,3.1509604454040527
0.5915064811706543,,0.909064769744873,,97,783,0.7062575221061707,
,1.2618695497512817,,0.6263090968132019,98,791,,3.2428476810455322
0.5171476006507874,,0.9320288300514221,,98,791,0.5333940386772156,
,1.2493129968643188,,0.6373637914657593,99,799,,3.1469156742095947
0.4528731107711792,,0.9465318918228149,,99,799,0.40388208627700806,
,1.2542277574539185,,0.6319409608840942,100,807,,3.193974733352661
0.4577183425426483,,0.943962574005127,,100,807,0.4405987560749054,
,1.1966561079025269,,0.6592932343482971,101,815,,2.9566149711608887
0.48393136262893677,,0.9383471608161926,,101,815,0.4751996695995331,
,1.1957602500915527,,0.6615966558456421,102,823,,2.936626672744751
0.49746036529541016,,0.9304694533348083,,102,823,0.5339738726615906,
,1.2076259851455688,,0.6405606865882874,103,831,,3.1191742420196533
0.43044498562812805,,0.9515678882598877,,103,831,0.38727453351020813,
,1.165998101234436,,0.6585526466369629,104,839,,2.9630415439605713
0.46055078506469727,,0.944585919380188,,104,839,0.4450341761112213,
,1.252454400062561,,0.6352588534355164,105,847,,3.165182590484619
0.5013721585273743,,0.9372671246528625,,105,847,0.4771936535835266,
,1.252454400062561,,0.6352588534355164,106,848,,3.165182590484619
